id,generator,target,target_model,label,pred_original,pred_attacked,raw_original,raw_attacked,original_correct,attacked_correct,attack_success
253,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
254,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
255,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
256,sonnet,gemini,gemini-3.1-pro-preview,2,2,1,2,1,1,0,1
257,sonnet,gemini,gemini-3.1-pro-preview,1,0,0,0,0,0,0,0
258,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
260,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
261,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
262,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
263,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
265,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
266,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
267,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
268,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
269,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
270,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
272,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
273,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
274,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
275,sonnet,gemini,gemini-3.1-pro-preview,1,1,0,1,0,1,0,1
276,sonnet,gemini,gemini-3.1-pro-preview,0,1,1,1,1,0,0,0
277,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
279,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
280,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
281,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
282,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
284,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
285,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
286,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
287,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
288,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
290,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
291,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
292,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
293,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
295,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
298,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
299,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
301,sonnet,gemini,gemini-3.1-pro-preview,0,1,0,1,0,0,1,0
303,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
304,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
305,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
306,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
309,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
310,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
312,sonnet,gemini,gemini-3.1-pro-preview,1,2,2,2,2,0,0,0
313,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
314,sonnet,gemini,gemini-3.1-pro-preview,0,1,1,1,1,0,0,0
315,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
316,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
318,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
319,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
320,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
322,sonnet,gemini,gemini-3.1-pro-preview,1,1,0,1,0,1,0,1
323,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
324,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
325,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
327,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
328,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
329,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
330,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
331,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
332,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
334,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
335,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
337,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
338,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
339,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
341,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
343,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
346,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
347,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
349,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
351,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
354,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
355,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
357,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
358,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
359,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
362,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
363,sonnet,gemini,gemini-3.1-pro-preview,1,0,0,0,0,0,0,0
364,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
365,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
367,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
369,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
370,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
371,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
372,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
373,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
377,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
380,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
381,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
383,sonnet,gemini,gemini-3.1-pro-preview,1,1,2,1,2,1,0,1
384,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
385,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
387,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
388,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
389,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
390,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
391,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
394,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
395,sonnet,gemini,gemini-3.1-pro-preview,1,2,2,2,2,0,0,0
396,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
397,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
400,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
402,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
404,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
405,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
406,sonnet,gemini,gemini-3.1-pro-preview,1,2,2,2,2,0,0,0
407,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
409,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
410,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
411,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
412,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
413,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
414,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
416,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
418,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
419,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
420,sonnet,gemini,gemini-3.1-pro-preview,1,2,2,2,2,0,0,0
422,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
424,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
426,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
427,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
429,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
430,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
433,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
434,sonnet,gemini,gemini-3.1-pro-preview,1,1,0,1,0,1,0,1
436,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
437,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
438,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
439,sonnet,gemini,gemini-3.1-pro-preview,1,0,0,0,0,0,0,0
440,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
441,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
442,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
445,sonnet,gemini,gemini-3.1-pro-preview,0,0,1,0,1,1,0,1
446,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
448,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
449,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
450,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
452,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
453,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
454,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
455,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
457,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
459,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
460,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
461,sonnet,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
463,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
464,sonnet,gemini,gemini-3.1-pro-preview,1,2,2,2,2,0,0,0
465,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
466,sonnet,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
467,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
468,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
469,sonnet,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
