id,generator,target,target_model,label,pred_original,pred_attacked,raw_original,raw_attacked,original_correct,attacked_correct,attack_success
37,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
38,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
42,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
43,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
44,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
45,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
46,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
49,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
50,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
51,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
52,openai,gemini,gemini-3.1-pro-preview,1,1,0,1,0,1,0,1
53,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
55,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
57,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
58,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
61,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
62,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
64,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
65,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
67,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
68,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
70,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
71,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
72,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
75,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
76,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
77,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
78,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
79,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
80,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
82,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
83,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
84,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
85,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
87,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
88,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
89,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
90,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
93,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
97,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
98,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
101,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
102,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
104,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
107,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
108,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
109,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
111,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
112,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
113,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
115,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
116,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
117,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
118,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
119,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
120,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
121,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
122,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
123,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
124,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
125,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
126,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
127,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
128,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
129,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
130,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
132,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
133,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
134,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
135,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
136,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
137,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
138,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
139,openai,gemini,gemini-3.1-pro-preview,0,1,1,1,1,0,0,0
141,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
143,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
144,openai,gemini,gemini-3.1-pro-preview,2,2,1,2,1,1,0,1
146,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
148,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
149,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
150,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
152,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
153,openai,gemini,gemini-3.1-pro-preview,2,2,1,2,1,1,0,1
154,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
155,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
157,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
158,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
159,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
160,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
162,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
166,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
168,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
169,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
170,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
172,openai,gemini,gemini-3.1-pro-preview,1,1,2,1,2,1,0,1
174,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
175,openai,gemini,gemini-3.1-pro-preview,1,2,2,2,2,0,0,0
177,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
178,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
179,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
180,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
181,openai,gemini,gemini-3.1-pro-preview,1,0,0,0,0,0,0,0
182,openai,gemini,gemini-3.1-pro-preview,1,0,0,0,0,0,0,0
183,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
184,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
186,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
187,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
189,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
190,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
191,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
192,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
193,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
194,openai,gemini,gemini-3.1-pro-preview,1,2,2,2,2,0,0,0
196,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
197,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
198,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
201,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
202,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
205,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
206,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
207,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
208,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
209,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
211,openai,gemini,gemini-3.1-pro-preview,0,0,2,0,2,1,0,1
212,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
213,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
214,openai,gemini,gemini-3.1-pro-preview,2,2,1,2,1,1,0,1
215,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
217,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
218,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
219,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
220,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
221,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
222,openai,gemini,gemini-3.1-pro-preview,2,1,2,1,2,0,1,0
224,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
225,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
227,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
228,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
230,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
233,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
235,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
236,openai,gemini,gemini-3.1-pro-preview,1,0,1,0,1,0,1,0
237,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
238,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
239,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
244,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
245,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
247,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
248,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
250,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
251,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
252,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
253,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
254,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
255,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
256,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
257,openai,gemini,gemini-3.1-pro-preview,1,0,0,0,0,0,0,0
258,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
260,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
261,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
262,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
263,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
265,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
266,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
267,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
268,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
269,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
270,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
272,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
273,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
274,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
275,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
276,openai,gemini,gemini-3.1-pro-preview,0,1,1,1,1,0,0,0
277,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
279,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
280,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
281,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
282,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
284,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
285,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
286,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
287,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
288,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
290,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
291,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
292,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
293,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
295,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
298,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
299,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
301,openai,gemini,gemini-3.1-pro-preview,0,1,0,1,0,0,1,0
303,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
304,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
305,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
306,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
309,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
310,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
312,openai,gemini,gemini-3.1-pro-preview,1,2,2,2,2,0,0,0
313,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
314,openai,gemini,gemini-3.1-pro-preview,0,1,1,1,1,0,0,0
315,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
316,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
318,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
319,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
320,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
322,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
323,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
324,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
325,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
327,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
328,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
329,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
330,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
331,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
332,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
334,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
335,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
337,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
338,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
339,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
341,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
343,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
346,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
347,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
349,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
351,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
354,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
355,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
357,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
358,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
359,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
362,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
363,openai,gemini,gemini-3.1-pro-preview,1,0,0,0,0,0,0,0
364,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
365,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
367,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
369,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
370,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
371,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
372,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
373,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
377,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
380,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
381,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
383,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
384,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
385,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
387,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
388,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
389,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
390,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
391,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
394,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
395,openai,gemini,gemini-3.1-pro-preview,1,2,2,2,2,0,0,0
396,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
397,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
400,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
402,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
404,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
405,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
406,openai,gemini,gemini-3.1-pro-preview,1,2,2,2,2,0,0,0
407,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
409,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
410,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
411,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
412,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
413,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
414,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
416,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
418,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
419,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
420,openai,gemini,gemini-3.1-pro-preview,1,2,2,2,2,0,0,0
422,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
424,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
426,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
427,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
429,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
430,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
433,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
434,openai,gemini,gemini-3.1-pro-preview,1,1,0,1,0,1,0,1
436,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
437,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
438,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
439,openai,gemini,gemini-3.1-pro-preview,1,0,1,0,1,0,1,0
440,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
441,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
442,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
445,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
446,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
448,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
449,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
450,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
452,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
453,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
454,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
455,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
457,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
459,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
460,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
461,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
463,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
464,openai,gemini,gemini-3.1-pro-preview,1,2,2,2,2,0,0,0
465,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
466,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
467,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
468,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
469,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
470,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
471,openai,gemini,gemini-3.1-pro-preview,1,0,0,0,0,0,0,0
472,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
473,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
474,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
475,openai,gemini,gemini-3.1-pro-preview,1,2,2,2,2,0,0,0
476,openai,gemini,gemini-3.1-pro-preview,1,1,0,1,0,1,0,1
477,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
478,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
479,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
482,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
483,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
484,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
485,openai,gemini,gemini-3.1-pro-preview,2,2,2,2,2,1,1,0
486,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
487,openai,gemini,gemini-3.1-pro-preview,1,1,1,1,1,1,1,0
488,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
489,openai,gemini,gemini-3.1-pro-preview,0,0,0,0,0,1,1,0
